PathName	X	Y	isExact
bienkinh2	1871	3038	0
bienkinh2	1879	3029	0
bienkinh2	1887	3018	0
bienkinh2	1880	3008	0
bienkinh2	1874	2998	0
bienkinh2	1870	2994	0
bienkinh2	1863	2988	0
bienkinh2	1857	2982	0
bienkinh2	1849	2971	0
bienkinh2	1838	2960	0
bienkinh2	1847	2949	0
bienkinh2	1856	2940	0
bienkinh2	1873	2925	0
bienkinh2	1883	2914	0
bienkinh2	1888	2905	0
bienkinh2	1896	2895	0
bienkinh2	1903	2887	0
bienkinh2	1908	2879	0
bienkinh2	1910	2872	0
bienkinh2	1912	2860	0
bienkinh2	1916	2851	0
bienkinh2	1921	2843	0
bienkinh2	1927	2835	0
bienkinh2	1932	2827	0
bienkinh2	1935	2820	0
bienkinh2	1938	2813	0
bienkinh2	1941	2806	0
bienkinh2	1944	2798	0
bienkinh2	1949	2792	0
bienkinh2	1954	2788	0
bienkinh2	1962	2785	0
bienkinh2	1967	2783	0
bienkinh2	1970	2780	0
bienkinh2	1975	2775	0
bienkinh2	1979	2771	0
bienkinh2	1983	2764	0
bienkinh2	1986	2759	0
bienkinh2	1990	2751	0
bienkinh2	1993	2744	0
bienkinh2	1994	2737	0
bienkinh2	1997	2728	0
bienkinh2	1999	2723	0
bienkinh2	2002	2717	0
bienkinh2	2005	2710	0
bienkinh2	2007	2701	0
bienkinh2	2017	2672	0
bienkinh2	2019	2664	0
bienkinh2	2020	2657	0
bienkinh2	2021	2653	0
bienkinh2	2022	2648	0
bienkinh2	2024	2641	0
bienkinh2	2028	2633	0
bienkinh2	2032	2623	0
bienkinh2	2036	2616	0
bienkinh2	2041	2607	0
bienkinh2	2047	2600	0
bienkinh2	2053	2592	0
bienkinh2	2057	2588	0
bienkinh2	2059	2576	0
bienkinh2	2060	2564	0
bienkinh2	2060	2553	0
bienkinh2	2060	2543	0
bienkinh2	2060	2534	0
bienkinh2	2060	2527	0
bienkinh2	2060	2516	0
bienkinh2	2061	2505	0
bienkinh2	2064	2497	0
bienkinh2	2067	2492	0
bienkinh2	2075	2483	0
bienkinh3	2082	2481	0
bienkinh3	2066	2489	0
bienkinh3	2062	2496	0
bienkinh3	2059	2505	0
bienkinh3	2058	2515	0
bienkinh3	2058	2524	0
bienkinh3	2059	2531	0
bienkinh3	2058	2541	0
bienkinh3	2057	2553	0
bienkinh3	2056	2561	0
bienkinh3	2058	2572	0
bienkinh3	2058	2582	0
bienkinh3	2053	2590	0
bienkinh3	2049	2597	0
bienkinh3	2044	2604	0
bienkinh3	2037	2614	0
bienkinh3	2031	2621	0
bienkinh3	2025	2628	0
bienkinh3	2018	2641	0
bienkinh3	2016	2657	0
bienkinh3	2018	2671	0
bienkinh3	2021	2686	0
bienkinh3	2027	2696	0
bienkinh3	2033	2702	0
bienkinh3	2037	2708	0
bienkinh3	2041	2717	0
bienkinh3	2040	2725	0
bienkinh3	2037	2734	0
bienkinh3	2033	2742	0
bienkinh3	2028	2748	0
bienkinh3	2020	2749	0
bienkinh3	2013	2750	0
bienkinh3	2001	2751	0
bienkinh3	1993	2752	0
bienkinh3	1984	2755	0
bienkinh3	1978	2766	0
bienkinh3	1977	2776	0
bienkinh3	1976	2782	0
bienkinh3	1962	2794	0
bienkinh3	1957	2790	0
bienkinh3	1954	2789	0
bienkinh3	1947	2792	0
bienkinh3	1942	2800	0
bienkinh3	1939	2816	0
bienkinh3	1936	2822	0
bienkinh3	1930	2829	0
bienkinh3	1924	2835	0
bienkinh3	1915	2842	0
bienkinh3	1914	2848	0
bienkinh3	1913	2860	0
bienkinh3	1911	2868	0
bienkinh3	1907	2877	0
bienkinh3	1901	2888	0
bienkinh3	1896	2896	0
bienkinh3	1889	2907	0
bienkinh3	1877	2917	0
bienkinh3	1871	2924	0
bienkinh3	1864	2931	0
bienkinh3	1857	2940	0
bienkinh3	1850	2947	0
bienkinh3	1823	2948	0
bienkinh3	1821	2943	0
bienkinh3	1813	2940	0
bienkinh3	1809	2945	0
bienkinh3	1805	2951	0
bienkinh3	1797	2957	0
bienkinh3	1789	2964	0
bienkinh3	1782	2972	0
bienkinh3	1776	2977	0
bienkinh3	1771	2983	0
bienkinh3	1765	2989	0
bienkinh3	1760	2993	0
bienkinh3	1754	2999	0
bienkinh3	1747	3006	0
bienkinh3	1742	3011	0
bienkinh3	1736	3017	0
bienkinh3	1729	3024	0
bienkinh3	1716	3038	0
bienkinh3	1724	3043	0
bienkinh3	1729	3051	0
bienkinh3	1733	3055	0
bienkinh3	1745	3063	0
bienkinh3	1753	3057	0
bienkinh3	1758	3054	0
bienkinh3	1760	3058	0
bienkinh3	1760	3058	0
bienkinh3	1770	3052	0
bienkinh3	1783	3041	0
bienkinh3	1785	3041	0
bienkinh3	1777	3048	0
bienkinh3	1772	3055	0
bienkinh3	1771	3064	0
bienkinh3	1774	3072	0
bienkinh3	1765	3075	0
bienkinh3	1754	3078	0
bienkinh3	1748	3080	0
bienkinh3	1743	3063	0
bienkinh3	1733	3055	0
bienkinh3	1724	3046	0
bienkinh3	1715	3039	0
bienkinh3	1703	3028	0
bienkinh3	1697	3020	0
bienkinh3	1685	3008	0
bienkinh3	1683	3006	0
bienkinh3	1699	2986	0
bienkinh3	1711	2977	0
bienkinh3	1713	2973	0
bienkinh3	1716	2970	1
bienkinh3	1724	2963	0
bienkinh3	1729	2957	0
bienkinh3	1733	2952	0
bienkinh3	1737	2948	0
bienkinh3	1729	2956	0
bienkinh3	1720	2966	0
bienkinh3	1712	2974	0
bienkinh3	1705	2982	0
bienkinh3	1696	2991	0
bienkinh3	1692	2996	0
bienkinh3	1683	3007	0
bienkinh3	1674	3018	0
bienkinh3	1662	3032	0
bienkinh3	1647	3043	0
bienkinh3	1634	3044	0
bienkinh3	1628	3037	0
bienkinh3	1617	3029	0
bienkinh3	1609	3020	0
bienkinh3	1598	3010	0
bienkinh3	1590	3001	0
bienkinh3	1585	2995	0
bienkinh3	1593	3003	0
bienkinh3	1603	3012	0
bienkinh3	1611	3020	0
bienkinh3	1623	3032	0
bienkinh3	1632	3042	0
bienkinh3	1619	3025	0
bienkinh3	1622	3012	0
bienkinh3	1628	3003	0
bienkinh3	1634	2994	0
bienkinh3	1641	2984	0
bienkinh3	1650	2980	0
bienkinh3	1662	2994	0
bienkinh3	1666	3006	0
bienkinh3	1665	3017	0
bienkinh3	1653	3033	0
bienkinh3	1643	3045	0
bienkinh3	1635	3057	0
bienkinh3	1627	3065	0
bienkinh3	1620	3072	0
bienkinh3	1612	3078	0
bienkinh3	1603	3085	0
bienkinh3	1595	3092	0
bienkinh3	1598	3113	0
bienkinh3	1602	3117	0
bienkinh3	1614	3126	0
bienkinh3	1622	3133	0
bienkinh3	1630	3140	0
bienkinh3	1641	3152	0
bienkinh3	1646	3157	0
bienkinh3	1655	3166	0
bienkinh3	1657	3167	0
bienkinh3	1658	3168	0
bienkinh3	1671	3162	0
bienkinh3	1679	3149	0
bienkinh3	1685	3150	0
bienkinh3	1696	3162	0
bienkinh3	1706	3174	0
bienkinh3	1717	3186	0
bienkinh3	1711	3199	0
bienkinh3	1701	3206	0
bienkinh3	1695	3214	0
bienkinh3	1685	3224	0
bienkinh3	1677	3230	0
bienkinh3	1668	3231	0
bienkinh3	1663	3227	0
bienkinh3	1665	3219	0
bienkinh3	1663	3208	0
bienkinh3	1657	3198	0
bienkinh3	1652	3193	0
bienkinh3	1644	3187	0
bienkinh3	1660	3167	0
bienkinh3	1669	3160	0
bienkinh3	1680	3147	0
bienkinh3	1691	3136	0
bienkinh3	1700	3126	0
bienkinh3	1713	3112	0
bienkinh3	1711	3124	0
bienkinh3	1721	3132	0
bienkinh3	1730	3141	0
bienkinh3	1738	3150	0
bienkinh3	1744	3155	0
bienkinh3	1753	3154	0
bienkinh3	1760	3148	0
bienkinh3	1750	3160	0
bienkinh3	1739	3171	0
bienkinh3	1730	3180	0
bienkinh3	1722	3189	0
bienkinh4	1774	3094	0
bienkinh4	1766	3087	0
bienkinh4	1758	3081	0
bienkinh4	1749	3074	0
bienkinh4	1742	3066	0
bienkinh4	1737	3061	0
bienkinh4	1730	3054	0
bienkinh4	1726	3050	0
bienkinh4	1715	3037	0
bienkinh4	1725	3030	0
bienkinh4	1732	3022	0
bienkinh4	1739	3014	0
bienkinh4	1746	3007	0
bienkinh4	1754	2999	0
bienkinh4	1762	2991	0
bienkinh4	1768	2985	0
bienkinh4	1775	2978	0
bienkinh4	1780	2973	0
bienkinh4	1786	2967	0
bienkinh4	1792	2961	0
bienkinh4	1798	2955	0
bienkinh4	1806	2947	0
bienkinh4	1824	2949	0
bienkinh4	1832	2955	0
bienkinh4	1840	2964	0
bienkinh4	1847	2971	0
bienkinh4	1855	2978	0
bienkinh4	1862	2986	0
bienkinh4	1870	2994	0
bienkinh4	1879	3003	0
bienkinh4	1884	3008	0
bienkinh4	1887	3023	0
bienkinh4	1877	3034	0
bienkinh4	1866	3044	0
bienkinh4	1857	3051	0
bienkinh4	1848	3059	0
bienkinh4	1841	3066	0
bienkinh4	1835	3073	0
bienkinh4	1827	3082	0
bienkinh4	1820	3089	0
bienkinh4	1813	3097	0
bienkinh4	1807	3102	0
bienkinh4	1803	3107	0
bienkinh4	1795	3110	0
bienkinh4	1785	3106	0
bienkinh4	1775	3099	0
bienkinh4	1767	3089	0
bienkinh4	1761	3082	0
bienkinh4	1753	3074	0
bienkinh4	1743	3085	1
bienkinh4	1735	3090	1
bienkinh4	1722	3103	1
bienkinh4	1712	3113	0
bienkinh4	1700	3124	0
bienkinh4	1695	3130	0
bienkinh4	1688	3137	0
bienkinh4	1679	3145	0
bienkinh4	1671	3154	0
bienkinh4	1662	3162	0
bienkinh4	1655	3170	0
bienkinh4	1646	3178	0
bienkinh4	1636	3188	0
bienkinh4	1628	3199	0
bienkinh4	1620	3211	0
bienkinh4	1615	3217	0
bienkinh4	1605	3226	0
bienkinh4	1597	3232	0
bienkinh4	1587	3238	0
bienkinh4	1579	3235	0
bienkinh4	1569	3234	0
bienkinh4	1560	3241	0
bienkinh4	1559	3250	0
bienkinh4	1562	3260	0
bienkinh4	1568	3268	0
bienkinh4	1578	3272	0
bienkinh4	1587	3269	0
bienkinh4	1589	3259	0
bienkinh4	1589	3249	0
bienkinh4	1596	3240	0
bienkinh4	1604	3229	0
bienkinh4	1611	3218	0
bienkinh4	1619	3207	0
bienkinh4	1628	3196	0
bienkinh4	1640	3182	0
bienkinh4	1664	3162	0
bienkinh4	1672	3158	0
bienkinh4	1682	3145	0
bienkinh4	1693	3133	0
bienkinh4	1697	3129	0
bienkinh4	1706	3119	0
bienkinh4	1711	3115	0
tong_huong1	1604	3433	0
tong_huong1	1604	3422	0
tong_huong1	1604	3415	0
tong_huong1	1602	3404	0
tong_huong1	1599	3396	0
tong_huong1	1596	3388	0
tong_huong1	1594	3378	0
tong_huong1	1593	3369	0
tong_huong1	1592	3360	0
tong_huong1	1588	3351	0
tong_huong1	1585	3342	0
tong_huong1	1584	3333	0
tong_huong1	1583	3325	0
tong_huong1	1583	3314	0
tong_huong1	1583	3304	0
tong_huong1	1582	3295	0
tong_huong1	1582	3286	0
tong_huong1	1582	3273	0
tong_huong1	1579	3265	0
tong_huong1	1578	3258	0
tong_huong1	1573	3250	0
tong_huong1	1573	3242	0
tong_huong1	1579	3240	0
tong_huong1	1588	3240	0
tong_huong1	1595	3237	0
tong_huong1	1602	3231	0
tong_huong1	1606	3224	0
tong_huong1	1611	3218	0
tong_huong1	1617	3211	0
tong_huong1	1624	3205	0
tong_huong1	1630	3199	0
tong_huong1	1636	3193	0
tong_huong1	1645	3185	0
tong_huong1	1652	3177	0
tong_huong1	1658	3170	0
tong_huong1	1663	3164	0
tong_huong1	1669	3158	0
tong_huong1	1676	3152	0
tong_huong1	1682	3146	0
tong_huong1	1688	3140	0
tong_huong1	1694	3133	0
tong_huong1	1699	3127	0
tong_huong1	1706	3120	0
tong_huong1	1712	3114	0
tong_huong1	1719	3107	0
tong_huong1	1725	3101	0
tong_huong1	1733	3093	0
tong_huong1	1738	3088	0
tong_huong1	1748	3076	0
tong_huong2	1480	3329	0
tong_huong2	1486	3328	0
tong_huong2	1491	3325	0
tong_huong2	1497	3320	0
tong_huong2	1503	3314	0
tong_huong2	1506	3308	0
tong_huong2	1511	3300	0
tong_huong2	1513	3294	0
tong_huong2	1517	3287	0
tong_huong2	1521	3281	0
tong_huong2	1526	3274	0
tong_huong2	1531	3268	0
tong_huong2	1536	3262	0
tong_huong2	1541	3258	0
tong_huong2	1547	3255	0
tong_huong2	1554	3252	0
tong_huong2	1561	3248	0
tong_huong2	1567	3247	0
tong_huong2	1573	3251	0
tong_huong2	1579	3255	0
tong_huong2	1586	3252	0
tong_huong2	1591	3245	0
tong_huong2	1594	3239	0
tong_huong2	1600	3231	0
tong_huong2	1605	3225	0
tong_huong2	1612	3216	0
tong_huong2	1616	3212	0
tong_huong2	1622	3206	0
tong_huong2	1628	3200	0
tong_huong2	1633	3195	0
tong_huong2	1638	3191	0
tong_huong2	1645	3185	0
tong_huong2	1648	3181	0
tong_huong2	1654	3175	0
tong_huong2	1659	3169	0
tong_huong2	1664	3164	0
tong_huong2	1668	3160	0
tong_huong2	1673	3154	0
tong_huong2	1679	3149	0
tong_huong2	1683	3145	0
tong_huong2	1689	3139	0
tong_huong2	1694	3134	0
tong_huong2	1698	3130	0
tong_huong2	1703	3124	0
tong_huong2	1707	3119	0
tong_huong2	1712	3113	0
tong_huong2	1716	3109	0
tong_huong2	1722	3103	0
tong_huong2	1727	3098	0
tong_huong2	1732	3093	0
tong_huong2	1741	3084	0
tong_huong3	1767	3403	0
tong_huong3	1765	3399	0
tong_huong3	1762	3390	0
tong_huong3	1758	3381	0
tong_huong3	1756	3370	0
tong_huong3	1759	3363	0
tong_huong3	1763	3356	0
tong_huong3	1768	3347	0
tong_huong3	1767	3338	0
tong_huong3	1768	3327	0
tong_huong3	1770	3320	0
tong_huong3	1771	3311	0
tong_huong3	1772	3304	0
tong_huong3	1770	3295	0
tong_huong3	1767	3290	0
tong_huong3	1763	3283	0
tong_huong3	1759	3276	0
tong_huong3	1754	3272	0
tong_huong3	1746	3274	0
tong_huong3	1739	3269	0
tong_huong3	1734	3265	0
tong_huong3	1728	3258	0
tong_huong3	1726	3255	0
tong_huong3	1720	3246	0
tong_huong3	1715	3238	0
tong_huong3	1709	3231	0
tong_huong3	1699	3226	0
tong_huong3	1696	3219	0
tong_huong3	1697	3216	0
tong_huong3	1704	3207	0
tong_huong3	1709	3199	0
tong_huong3	1715	3194	0
tong_huong3	1719	3185	0
tong_huong3	1714	3179	0
tong_huong3	1708	3173	0
tong_huong3	1704	3168	0
tong_huong3	1698	3164	0
tong_huong3	1692	3158	0
tong_huong3	1685	3150	0
tong_huong3	1687	3142	0
tong_huong3	1691	3135	0
tong_huong3	1696	3128	0
tong_huong3	1700	3123	0
tong_huong3	1707	3116	0
tong_huong3	1712	3112	0
tong_huong3	1717	3107	0
tong_huong3	1722	3102	0
tong_huong3	1727	3097	0
tong_huong3	1732	3092	0
tong_huong3	1740	3084	0
tong_huong3	1747	3076	0
kim_huong1	1776	3050	0
kim_huong1	1768	3052	0
kim_huong1	1762	3054	0
kim_huong1	1754	3058	0
kim_huong1	1749	3067	0
kim_huong1	1748	3073	0
kim_huong1	1743	3082	0
kim_huong1	1736	3090	0
kim_huong1	1729	3098	0
kim_huong1	1722	3104	0
kim_huong1	1716	3110	0
kim_huong1	1709	3117	0
kim_huong1	1702	3123	0
kim_huong1	1696	3129	0
kim_huong1	1689	3136	0
kim_huong1	1683	3144	0
kim_huong1	1678	3150	0
kim_huong1	1673	3156	0
kim_huong1	1666	3163	0
kim_huong1	1660	3169	0
kim_huong1	1653	3175	0
kim_huong1	1647	3181	0
kim_huong1	1641	3188	0
kim_huong1	1635	3195	0
kim_huong1	1630	3201	0
kim_huong1	1622	3208	0
kim_huong1	1616	3213	0
kim_huong1	1610	3220	0
kim_huong1	1605	3226	0
kim_huong1	1597	3232	0
kim_huong1	1590	3240	0
kim_huong1	1580	3246	0
kim_huong1	1578	3238	0
kim_huong1	1574	3233	0
kim_huong1	1567	3235	0
kim_huong1	1563	3242	0
kim_huong1	1563	3251	0
kim_huong1	1567	3259	0
kim_huong1	1572	3264	0
kim_huong1	1579	3264	0
kim_huong1	1584	3261	0
kim_huong1	1589	3254	0
kim_huong1	1592	3246	0
kim_huong1	1591	3240	0
kim_huong1	1584	3244	0
kim_huong1	1578	3245	0
kim_huong2	1777	3048	0
kim_huong2	1772	3053	0
kim_huong2	1771	3062	0
kim_huong2	1769	3070	0
kim_huong2	1764	3075	0
kim_huong2	1755	3078	0
kim_huong2	1747	3082	0
kim_huong2	1740	3088	0
kim_huong2	1732	3093	0
kim_huong2	1726	3100	0
kim_huong2	1720	3105	0
kim_huong2	1714	3112	0
kim_huong2	1708	3118	0
kim_huong2	1702	3124	0
kim_huong2	1697	3130	0
kim_huong2	1691	3135	0
kim_huong2	1685	3141	0
kim_huong2	1678	3149	0
kim_huong2	1670	3157	0
kim_huong2	1665	3163	0
kim_huong2	1660	3167	0
kim_huong2	1654	3173	0
kim_huong2	1647	3180	0
kim_huong2	1641	3187	0
kim_huong2	1633	3197	0
kim_huong2	1628	3202	0
kim_huong2	1622	3209	0
kim_huong2	1616	3215	0
kim_huong2	1609	3223	0
kim_huong2	1602	3229	0
kim_huong2	1597	3234	0
kim_huong2	1591	3239	0
kim_huong2	1584	3235	0
kim_huong2	1580	3231	0
kim_huong2	1573	3233	0
kim_huong2	1567	3239	0
kim_huong2	1570	3242	0
kim_huong2	1578	3250	0
kim_huong2	1585	3254	0
kim_huong2	1591	3249	0
kim_huong2	1587	3243	0
kim_huong2	1580	3242	0
kim_huong2	1578	3248	0
kim_huong3	1770	3053	0
kim_huong3	1771	3058	0
kim_huong3	1769	3066	0
kim_huong3	1764	3072	0
kim_huong3	1758	3075	0
kim_huong3	1752	3077	0
kim_huong3	1744	3082	0
kim_huong3	1738	3087	0
kim_huong3	1734	3094	0
kim_huong3	1728	3103	0
kim_huong3	1721	3107	0
kim_huong3	1714	3112	0
kim_huong3	1710	3119	0
kim_huong3	1704	3127	0
kim_huong3	1697	3132	0
kim_huong3	1692	3137	0
kim_huong3	1684	3144	0
kim_huong3	1682	3149	0
kim_huong3	1688	3156	0
kim_huong3	1694	3162	0
kim_huong3	1700	3168	0
kim_huong3	1706	3174	0
kim_huong3	1713	3180	0
kim_huong3	1721	3187	0
kim_huong3	1719	3192	0
kim_huong3	1712	3198	0
kim_huong3	1706	3203	0
kim_huong3	1700	3207	0
kim_huong3	1692	3216	0
kim_huong3	1696	3220	0
kim_huong3	1703	3227	0
kim_huong3	1709	3233	0
kim_huong3	1716	3241	0
kim_huong3	1723	3249	0
kim_huong3	1728	3257	0
kim_huong3	1734	3264	0
kim_huong3	1743	3268	0
kim_huong3	1744	3277	0
kim_huong3	1741	3281	0
kim_huong3	1739	3276	0
kim_huong3	1738	3263	0
kim_huong3	1735	3261	0
