PathName	X	Y
duongchau_trungtam	1733	3106
duongchau_trungtam	1719	3106
duongchau_trungtam	1704	3120
duongchau_trungtam	1693	3133
duongchau_trungtam	1674	3158
duongchau_trungtam	1688	3167
duongchau_trungtam	1672	3158
duongchau_trungtam	1655	3180
duongchau_trungtam	1645	3180
duongchau_trungtam	1635	3195
duongchau_trungtam	1625	3178
duongchau_trungtam	1612	3172
duongchau_trungtam	1598	3166
duongchau_trungtam	1600	3161
duongchau_trungtam	1613	3158
duongchau_trungtam	1626	3140
duongchau_trungtam	1637	3130
duongchau_trungtam	1651	3118
duongchau_trungtam	1663	3102
duongchau_trungtam	1659	3087
duongchau_trungtam	1665	3101
duongchau_trungtam	1676	3090
duongchau_trungtam	1681	3083
duongchau_trungtam	1705	3061
duongchau_trungtam	1720	3051
duongchau_trungtam	1731	3035
duongchau_trungtam	1735	3036
duongchau_trungtam	1750	3018
duongchau_trungtam	1751	3030
duongchau_trungtam	1756	3007
duongchau_trungtam	1743	2996
duongchau_nam1	1625	3176
duongchau_nam1	1610	3190
duongchau_nam1	1600	3202
duongchau_nam1	1595	3195
duongchau_nam1	1590	3218
duongchau_nam1	1576	3235
duongchau_nam1	1566	3247
duongchau_nam1	1552	3260
duongchau_nam1	1542	3258
duongchau_nam1	1528	3262
duongchau_nam1	1524	3264
duongchau_nam1	1517	3253
duongchau_nam1	1511	3243
duongchau_nam1	1503	3253
duongchau_nam1	1496	3264
duongchau_nam1	1494	3277
duongchau_nam1	1492	3295
duongchau_nam1	1484	3299
duongchau_nam1	1471	3305
duongchau_nam1	1473	3323
duongchau_nam1	1481	3348
duongchau_nam1	1483	3373
duongchau_nam1	1503	3377
duongchau_nam1	1511	3349
duongchau_nam1	1510	3333
duongchau_nam1	1508	3309
duongchau_nam1	1520	3300
duongchau_nam1	1531	3313
duongchau_nam1	1533	3329
duongchau_nam1	1533	3345
duongchau_nam1	1541	3361
duongchau_nam1	1553	3369
duongchau_nam1	1562	3356
duongchau_nam1	1565	3341
duongchau_nam1	1565	3312
duongchau_nam1	1553	3298
duongchau_nam1	1549	3286
duongchau_nam1	1554	3259
duongchau_nam1	1572	3242
duongchau_nam1	1592	3215
duongchau_nam1	1600	3200
duongchau_nam1	1594	3194
duongchau_dong	1675	3000
duongchau_dong	1669	2990
duongchau_dong	1660	2984
duongchau_dong	1660	3001
duongchau_dong	1658	3013
duongchau_dong	1651	3000
duongchau_dong	1637	2985
duongchau_dong	1627	2967
duongchau_dong	1618	2967
duongchau_dong	1615	2948
duongchau_dong	1612	2933
duongchau_dong	1616	2911
duongchau_dong	1623	2898
duongchau_dong	1629	2872
duongchau_dong	1620	2857
duongchau_dong	1612	2850
duongchau_dong	1602	2850
duongchau_dong	1591	2850
duongchau_dong	1579	2857
duongchau_dong	1574	2863
duongchau_dong	1571	2878
duongchau_dong	1573	2897
duongchau_dong	1582	2904
duongchau_dong	1580	2922
duongchau_dong	1566	2927
duongchau_dong	1553	2940
duongchau_dong	1547	2950
duongchau_dong	1557	2943
duongchau_dong	1567	2933
duongchau_dong	1579	2924
duongchau_dong	1584	2938
duongchau_dong	1586	2951
duongchau_dong	1587	2972
duongchau_dong	1577	2978
duongchau_dong	1571	2991
duongchau_dong	1587	2973
duongchau_dong	1595	2970
duongchau_dong	1605	2966
duongchau_dong	1613	2963
duongchau_dong	1624	2971
duongchau_dong	1635	2979
duongchau_dong	1648	2994
duongchau_dong	1646	3017
duongchau_dong	1656	3027
duongchau_dong	1651	3040
duongchau_dong	1643	3048
duongchau_dong	1637	3050
duongchau_dong	1633	3062
duongchau_dong	1644	3075
duongchau_dong	1650	3082
duongchau_dong	1622	3053
duongchau_dong	1618	3048
duongchau_nam2	1689	3221
duongchau_nam2	1708	3246
duongchau_nam2	1712	3226
duongchau_nam2	1729	3216
duongchau_nam2	1718	3199
duongchau_nam2	1728	3213
duongchau_nam2	1727	3227
duongchau_nam2	1729	3239
duongchau_nam2	1744	3257
duongchau_nam2	1751	3270
duongchau_nam2	1767	3285
duongchau_nam2	1769	3298
duongchau_nam2	1768	3314
duongchau_nam2	1763	3328
duongchau_nam2	1764	3344
duongchau_nam2	1764	3360
duongchau_nam2	1752	3376
duongchau_nam2	1746	3392
duongchau_nam2	1745	3409
duongchau_nam2	1751	3425
duongchau_nam2	1765	3437
duongchau_nam2	1773	3434
duongchau_nam2	1786	3419
duongchau_nam2	1789	3404
duongchau_nam2	1794	3390
duongchau_nam2	1818	3404
duongchau_nam2	1828	3382
duongchau_nam2	1834	3361
duongchau_nam2	1830	3344
duongchau_nam2	1833	3325
duongchau_nam2	1833	3311
duongchau_nam2	1852	3310
duongchau_nam2	1857	3281
duongchau_nam2	1860	3255
duongchau_nam2	1852	3247
duongchau_nam2	1841	3238
duongchau_nam2	1833	3222
duongchau_nam2	1820	3222
duongchau_nam2	1809	3234
duongchau_nam2	1797	3245
duongchau_nam2	1785	3257
duongchau_nam2	1779	3273
duongchau_nam2	1773	3283
duongchau_nam2	1765	3286
duongchau_nam2	1754	3272
duongchau_nam2	1747	3261
duongchau_nam2	1729	3240
duongchau_nam2	1721	3228
duongchau_nam2	1713	3224
duongchau_nam2	1725	3213
duongchau_nam2	1719	3199
vantieu_duongchau_congdaohuongthon_phu	1448	3076
vantieu_duongchau_congdaohuongthon_phu	1453	3088
vantieu_duongchau_congdaohuongthon_phu	1454	3092
vantieu_duongchau_congdaohuongthon_phu	1456	3099
vantieu_duongchau_congdaohuongthon_phu	1457	3104
vantieu_duongchau_congdaohuongthon_phu	1457	3109
vantieu_duongchau_congdaohuongthon_phu	1458	3115
vantieu_duongchau_congdaohuongthon_phu	1459	3121
vantieu_duongchau_congdaohuongthon_phu	1463	3128
vantieu_duongchau_congdaohuongthon_phu	1466	3135
vantieu_duongchau_congdaohuongthon_phu	1467	3140
vantieu_duongchau_congdaohuongthon_phu	1470	3147
vantieu_duongchau_congdaohuongthon_phu	1472	3152
vantieu_duongchau_congdaohuongthon_phu	1477	3155
vantieu_duongchau_congdaohuongthon_phu	1482	3157
vantieu_duongchau_congdaohuongthon_phu	1488	3164
vantieu_duongchau_congdaohuongthon_phu	1491	3169
vantieu_duongchau_congdaohuongthon_phu	1495	3179
vantieu_duongchau_congdaohuongthon_phu	1496	3185
vantieu_duongchau_congdaohuongthon_phu	1497	3191
vantieu_duongchau_congdaohuongthon_phu	1499	3198
vantieu_duongchau_congdaohuongthon_phu	1500	3204
vantieu_duongchau_congdaohuongthon_phu	1501	3210
vantieu_duongchau_congdaohuongthon_phu	1503	3216
vantieu_duongchau_congdaohuongthon_phu	1506	3223
vantieu_duongchau_congdaohuongthon_phu	1508	3229
vantieu_duongchau_congdaohuongthon_phu	1510	3237
vantieu_duongchau_congdaohuongthon_phu	1512	3242
vantieu_duongchau_congdaohuongthon_phu	1515	3248
vantieu_duongchau_congdaohuongthon_phu	1518	3254
vantieu_duongchau_congdaohuongthon_phu	1522	3258
vantieu_duongchau_congdaohuongthon_phu	1525	3263
vantieu_duongchau_congdaohuongthon_phu	1533	3262
vantieu_duongchau_congdaohuongthon_phu	1539	3261
vantieu_duongchau_congdaohuongthon_phu	1546	3259
vantieu_duongchau_congdaohuongthon_phu	1552	3258
vantieu_duongchau_congdaohuongthon_phu	1560	3254
vantieu_duongchau_congdaohuongthon_phu	1565	3248
vantieu_duongchau_congdaohuongthon_phu	1570	3243
vantieu_duongchau_congdaohuongthon_phu	1575	3234
vantieu_duongchau_congdaohuongthon_phu	1581	3226
vantieu_duongchau_congdaohuongthon_phu	1586	3220
vantieu_duongchau_congdaohuongthon_phu	1590	3214
vantieu_duongchau_congdaohuongthon_phu	1596	3206
vantieu_duongchau_congdaohuongthon_phu	1613	3188
vantieu_duongchau_congdaohuongthon_phu	1616	3184
vantieu_duongchau_congdaohuongthon_phu	1614	3177
vantieu_duongchau_congdaohuongthon_phu	1611	3169
vantieu_duongchau_congdaohuongthon_phu	1612	3163
vantieu_duongchau_congdaohuongthon_phu	1616	3157
vantieu_duongchau_congdaohuongthon_phu	1624	3148
vantieu_duongchau_congdaohuongthon_phu	1634	3137
vantieu_duongchau_congdaohuongthon_phu	1650	3121
vantieu_duongchau_congdaohuongthon_phu	1663	3109
vantieu_duongchau_congdaohuongthon_phu	1677	3095
vantieu_duongchau_congdaohuongthon_phu	1696	3075
vantieu_duongchau_congdaohuongthon_phu	1713	3058
vantieu_duongchau_congdaohuongthon_phu	1736	3035
vantieu_duongchau_congdaohuongthon_phu	1747	3025
vantieu_duongchau_congdaohuongthon_phu	1755	3021
vantieu_duongchau_congdaohuongthon_phu	1773	3025
